=== ALL-TIME RANKED TAGPRO TEAM RECORDS ===

## FULL GAME RECORDS (Including Overtime)

### HIGHS

#### Captures
  Match 4143102: SluffAndRuff, I'm a horse, Xx360NoSwagx, fender - 0 (Win)
  Match 4143187: SluffAndRuff, glizzy23, trippi, realtea - 0 (Win)
  Match 3939510: SluffAndRuff, TheG, helprefugees, Bambi - 0 (Loss)
  Match 4137372: SluffAndRuff, helprefugees, Rabz, Bambi - 0 (Loss)
  Match 4141219: SluffAndRuff, LewBird, UNlTY, gl hf :) - 0 (Loss)
  Match 4141490: SluffAndRuff, glizzy23, PBN, UNlTY - 0 (Loss)
  Match 4141623: SluffAndRuff, trash panda, danp, RedBull - 0 (Loss)
  Match 4143026: SluffAndRuff, trash panda, helprefugees, ><><><><><>< - 0 (Loss)
  Match 4143275: SluffAndRuff, Toidi, OuchMyBalls, Bambi - 0 (Loss)
  Match 4143306: SluffAndRuff, trash panda, whiff, babyTron - 0 (Loss)
  Match 4144043: SluffAndRuff, ><><><><><><, Sussy Blocka, kink ball - 0 (Loss)
  Match 4037320: Snekster, LilB:BallGod, Quickdraw, aeps002 - 0 (Loss)
  Match 4138399: Snowball, OuchMyBalls, 1deag, BaII - 0 (Win)
  Match 4138138: Snowball, Codpeace, CRYCHIC, baIl-e - 0 (Loss)
  Match 4138174: Snowball, Vader, whiff, BUTT - 0 (Loss)
  Match 4139754: Snowball, danp, tbiol, trippi - 0 (Loss)
  Match 4139437: Snowflaek, Toidi, tbiol, BaII - 0 (Loss)
  Match 4137984: Sommeballier, Maelstrom, snakes, Flat Earth - 0 (Win)
  Match 4132004: Sphero Agnew, CRYCHIC, xcv, oldAlt - 0 (Loss)
  Match 3970022: Spjork, LogisticMap, Boat, CRYCHIC - 0 (Loss)
  Match 3937591: Squinkle, Fusion, Trip, Locomotive - 0 (Loss)
  Match 3986876: State Champ, Modric, SunBall, Rascasse - 0 (Loss)
  Match 4139152: Suchit, clamp, cereballsy, tbiol - 0 (Win)
  Match 4139437: Suchit, name333, xcv, PenFifteen - 0 (Win)
  Match 4140599: Suchit, rolf, may_hem, ><><><><><>< - 0 (Win)
  Match 4143065: Suchit, LewBird, OuchMyBalls, CRYCHIC - 0 (Win)
  Match 3935180: SuperPoopman, FlyingV, Cupid, Swift - 0 (Loss)
  Match 3942522: Swift, LilB:BallGod, rai, Comakip - 0 (Loss)
  Match 4089391: Swully, om, Dayman, metalhead - 0 (Loss)
  Match 4144439: Swully, SaladRT, 8-), Enervate - 0 (Loss)
  Match 4144262: T.Bomballdil, TeaForYou&Me, Locomotive, speed kerr - 0 (Win)
  Match 4141906: T/\GPRO, cowboy, Airmigo, Snot Boogie - 0 (Loss)
  Match 4138323: TOPPY, rolf, Homer Jay, anduin - 0 (Loss)
  Match 4141384: TOPPY, omni, CRYCHIC, PBN - 0 (Loss)
  Match 4115114: TaylorWhiff, tha king, kmichael, CRYCHIC - 0 (Loss)
  Match 4139706: Thanos Ball, whiff, danp, Kep - 0 (Win)
  Match 4140830: Thanos Ball, clamp, trippi, AJ. - 0 (Loss)
  Match 3946448: The Bhutan, tha king, mactheroni, white - 0 (Win)
  Match 4137372: TheG, Carrrrrl, name333, baIl-e - 0 (Win)
  Match 4140068: TheG, waterlemon, broseph, Jinjo - 0 (Win)
  Match 4140474: TheG, waterlemon, cereballsy, BallSaget - 0 (Win)
  Match 4140491: TheG, waterlemon, rolf, BallSaget - 0 (Win)
  Match 4141027: TheG, broseph, LogisticMap, 8-) - 0 (Win)
  Match 4141135: TheG, Suchit, LewBird, gghob - 0 (Win)
  Match 4142330: TheG, trippi, bergieberg, Kep - 0 (Win)
  Match 4142338: TheG, Trapsin, trippi, babyTron - 0 (Win)
  Match 4142547: TheG, Toidi, JukeBerallta, timeboy - 0 (Win)
  Match 4138423: TheG, OuchMyBalls, AJ., PuyoPuyo - 0 (Loss)
  Match 4139643: TheG, whiff, Goofy Goober, babyTron - 0 (Loss)
  Match 4140060: TheG, hihi!, rolf, oldAlt - 0 (Loss)
  Match 4141104: TheG, Suchit, LewBird, Rabz - 0 (Loss)
  Match 4142348: TheG, gueromoon, BaII, Kep - 0 (Loss)
  Match 4142901: TheG, Toidi, K O, MrDMoney - 0 (Loss)
  Match 4143026: Threeflower, Airmigo, Snowball, CRYCHIC - 0 (Win)
  Match 3968031: TicklMeElmo, FlyingV, Rabz, BobTheBob - 0 (Loss)
  Match 4127250: TitMouse, metalhead, Blaatina, stall2hammer - 0 (Loss)
  Match 4124132: Toidi, Junoon, OuchMyBalls, xcv - 0 (Win)
  Match 4139065: Toidi, CoolHandJuke, TOPPY, Kep - 0 (Win)
  Match 4139758: Toidi, Shrimpster, CRYCHIC, Ceremony - 0 (Win)
  Match 4142732: Toidi, Carrrrrl, Lysdexic, rolf - 0 (Win)
  Match 4144385: Toidi, t h C, timo_tay, trippi - 0 (Win)
  Match 4144914: Toidi, cereballsy, xcv, oldAlt - 0 (Win)
  Match 4097875: Toidi, K O, PASSTHEFLAG, LewBird - 0 (Loss)
  Match 4143187: Toidi, BallsToYou., hamaseramol, bright - 0 (Loss)
  Match 4143508: Toidi, Snowflaek, Jimmmm, Carrrrrl - 0 (Loss)
  Match 4143965: Toidi, UNlTY, xcv, whatsupguys - 0 (Loss)
  Match 4144828: Toidi, xcv, FL, AJ. - 0 (Loss)
  Match 4145333: Toidi, TOPPY, rolf, 1deag - 0 (Loss)
  Match 4144028: UNlTY, kink ball, Airmigo, Sussy Blocka - 0 (Win)
  Match 4137636: Vader, TOPPY, gl hf :), name333 - 0 (Win)
  Match 4138166: Vader, CRYCHIC, CoolHandJuke, Fatback slim - 0 (Loss)
  Match 4143843: Werth, gueromoon, Locomotive, Atticus - 0 (Win)
  Match 4139335: Werth, phlasid, kmichael, ninja - 0 (Loss)
  Match 4136767: Witcher, Toidi, LogisticMap, Carrrrrl - 0 (Loss)
  Match 4138030: Witcher, T/\GPRO, Toidi, CoolHandJuke - 0 (Loss)
  Match 4137116: Xx360NoSwagx, PASSTHEFLAG, toogood, Doris - 0 (Win)
  Match 4137183: Xx360NoSwagx, Nevermind, TOPPY, xcv - 0 (Win)
  Match 4022372: Yo YoYo, laserpig, oldAlt, Spjork - 0 (Win)
  Match 3938459: `~`, Ceremony, trippi, NameLEss - 0 (Loss)
  Match 4144475: anduin, wonsu, Enervate, Ceremony - 0 (Loss)
  Match 4138173: baIl-e, Fatback slim, CRYCHIC, Homer Jay - 0 (Loss)
  Match 3952265: bbb, Witcher, Adamn, Irony - 0 (Loss)
  Match 4144622: bennyclub, Irony, FL, baIl-e - 0 (Win)
  Match 4063435: boogie, TheNerve, UNlTY, Chritt - 0 (Win)
  Match 4142700: broseph, Ragnar, Messy, kmichael - 0 (Loss)
  Match 4142952: broseph, smoji_, Threeflower, K O - 0 (Loss)
  Match 3957699: cannibal, Ty, Irony, grumpy - 0 (Loss)
  Match 3958745: cantstop, long ball, Roxas, Korgmonkey - 0 (Win)
  Match 4142521: cereballsy, kink ball, Toidi, xcv - 0 (Win)
  Match 4145074: cereballsy, Penis Wings, snaxolotl, MrDMoney - 0 (Win)
  Match 4138373: cereballsy, Snowball, brx, OuchMyBalls - 0 (Loss)
  Match 4140491: cereballsy, Suchit, Daniel, tbiol - 0 (Loss)
  Match 4142830: cereballsy, Dogmatic, LogisticMap, Gvendolino - 0 (Loss)
  Match 4140373: clamp, Suchit, Baby_Shark, nej - 0 (Win)
  Match 4140397: clamp, CRYCHIC, Suchit, PenFifteen - 0 (Win)
  Match 4144113: clamp, t h C, L8TRGATOR, CBad - 0 (Loss)
  Match 4141686: cowboy, Mista Feeneh, jjpoole, Robiny - 0 (Win)
  Match 4145141: d0pe, Yamz, Flat Earth, gueromoon - 0 (Loss)
  Match 4137977: dadman, Toidi, cudi, sieh - 0 (Loss)
  Match 4139152: dadman, KING KRULE, Puggins, Maelstrom - 0 (Loss)
  Match 4137977: danp, AJ., xcv, itsasquid2 - 0 (Win)
  Match 4138030: danp, Borgus, nej, Snowball - 0 (Win)
  Match 4138138: danp, Toidi, JKooter, yep - 0 (Win)
  Match 4138329: danp, AJ., 1deag, baIl-e - 0 (Win)
  Match 4138373: danp, Maelstrom, bennyclub, anduin - 0 (Win)
  Match 4138724: danp, PASSTHEFLAG, Vader, name333 - 0 (Win)
  Match 4139836: danp, Shikari, broseph, megapoop22 - 0 (Win)
  Match 4140830: danp, waterlemon, Kep, realtea - 0 (Win)
  Match 4140865: danp, clamp, Irony, BallsToYou. - 0 (Win)
  Match 4141403: danp, perl, TheG, trippi - 0 (Win)
  Match 4141776: danp, ninja, PBN, timeboy - 0 (Win)
  Match 4143275: danp, meowza, mactheroni, kink ball - 0 (Win)
  Match 4110986: danp, BALLDON'TLIE, Barbara Bush, Junoon - 0 (Loss)
  Match 4134416: danp, Kep, babyTron, Enervate - 0 (Loss)
  Match 4137608: danp, AJ., trippi, Airmigo - 0 (Loss)
  Match 4138340: danp, Maelstrom, baIl-e, Carrrrrl - 0 (Loss)
  Match 4139809: danp, snakes, name333, gl hf :) - 0 (Loss)
  Match 4141686: danp, Hockeypuck, phlasid, rolf - 0 (Loss)
  Match 4019088: drewfa, Hockeypuck, DuckDuckJuke, Grommit - 0 (Loss)
  Match 4141633: drewfa, wonsu, jmu, Magikarp - 0 (Loss)
  Match 4139161: drinks?, Sommeballier, name333, Kep - 0 (Win)
  Match 4130938: drinks?, SpiritTagger, armed walrus, metalhead - 0 (Loss)
  Match 4141333: fender, whiff, o o l e r, babyTron - 0 (Win)
  Match 4029366: fl33t, supergremlin, I'mBoutDat, sinagot - 0 (Loss)
  Match 4141992: fm, Bamboozler, BallsToYou., metalhead - 0 (Loss)
  Match 4145439: ft, Shrimpster, realtea, omni - 0 (Win)
  Match 4044842: ft, NameLEss, DAD., oldAlt - 0 (Loss)
  Match 4142008: g r e g, Maelstrom, Kep, glizzy23 - 0 (Win)
  Match 4139433: glizzy23, snakes, Flat Earth, cudi - 0 (Win)
  Match 4135607: glizzy23, skibbity, PuyoPuyo, Puggins - 0 (Loss)
  Match 4139674: glizzy23, babyTron, AJ., Borgus - 0 (Loss)
  Match 4141021: glizzy23, JukeBerallta, jjpoole, LogisticMap - 0 (Loss)
  Match 4143843: glyyyde, Flat Earth, Daniel, Pescis - 0 (Loss)
  Match 3962727: greenfish, metalhead, Hugo Ball, Fuck - 0 (Loss)
  Match 4141021: hamaseramol, TheG, Oddball, JukeOfEarl - 0 (Win)
  Match 4029870: havok, laserpig, Messy, cantab - 0 (Loss)
  Match 4137415: helprefugees, josh61616, joy., sieh - 0 (Loss)
  Match 4140743: helprefugees, Rick G. #853, Rudey, CoolHandJuke - 0 (Loss)
  Match 4143015: helprefugees, Maelstrom, PBN, Mystic - 0 (Loss)
  Match 4144195: heribo69, Irony, LewBird, PBN - 0 (Loss)
  Match 4137444: hero-cat, Toidi, josh61616, .__. - 0 (Loss)
  Match 4129733: isaballa, TOPPY, ANDYKANSAS, yep - 0 (Loss)
  Match 4016022: jazzz, Jer32, oldAlt, babyTron - 0 (Loss)
  Match 4144439: jkxs, Shikari, Locomotive, \./ - 0 (Win)
  Match 4140808: jkxs, tbiol, sieh, BaII - 0 (Loss)
  Match 4140826: jkxs, Cheezedoodle, tbiol, BaII - 0 (Loss)
  Match 4144262: joy., S. Strasball, SaladRT, Goofy Goober - 0 (Loss)
  Match 4138323: karma, OuchMyBalls, brx, Codpeace - 0 (Win)
  Match 4141219: karma, omni, PBN, ROBOPOP_ - 0 (Win)
  Match 3965214: karma, Gvendolino, Nilus, jjpoole - 0 (Loss)
  Match 4141194: karma, clamp, gl hf :), Sussy Blocka - 0 (Loss)
  Match 4142479: kink ball, Trapsin, Ragnar, PBN - 0 (Win)
  Match 4142485: kink ball, Trapsin, FL, oldAlt - 0 (Loss)
  Match 4142732: kmichael, Messy, Osy, Gvendolino - 0 (Loss)
  Match 4141027: let me cook, Oddball, jjpoole, JukeOfEarl - 0 (Loss)
  Match 4136261: lim, Hairy Nuts, Yandex, TrustJesus69 - 0 (Loss)
  Match 3961074: lizzey, trippi, PenFifteen, Howard - 0 (Loss)
  Match 4049586: long ball, BallSaget, JKooter, xcv - 0 (Loss)
  Match 4139474: mactheroni, Vader, Sminitrious, LogisticMap - 0 (Win)
  Match 4137417: mactheroni, Yo YoYo, cowboy, Airmigo - 0 (Loss)
  Match 4143102: mactheroni, Suchit, OuchMyBalls, Bambi - 0 (Loss)
  Match 4144346: mactheroni, Toidi, Dayman, deku - 0 (Loss)
  Match 4144339: may_hem, rolf, ><><><><><><, timo_tay - 0 (Win)
  Match 4144418: may_hem, Toidi, wonsu, TOPPY - 0 (Win)
  Match 4144475: may_hem, 8-), PBN, meowza - 0 (Win)
  Match 4112299: may_hem, timo_tay, oldAlt, Enervate - 0 (Loss)
  Match 4140625: may_hem, ALEX JONES, LogisticMap, BallsToYou. - 0 (Loss)
  Match 3953871: megapoop22, Borgus, rc, penguinharem - 0 (Loss)
  Match 4046554: megapoop22, Light, I suck at tp, trippi - 0 (Loss)
  Match 4142354: megapoop22, omni, clamp, trippi - 0 (Loss)
  Match 4143358: megapoop22, bergieberg, name333, AJ. - 0 (Loss)
  Match 4143402: megapoop22, trippi, ez, gl hf :) - 0 (Loss)
  Match 4143404: megapoop22, Mystic, name333, PBN - 0 (Loss)
  Match 4144429: megapoop22, may_hem, gl hf :), PBN - 0 (Loss)
  Match 3978503: memnite, SWAGSTEIN2.0, SomeBall41, RodandoAndo - 0 (Loss)
  Match 4141316: meowza, perl, LogisticMap, Cel - 0 (Win)
  Match 4142354: meowza, Kep, Ceremony, babyTron - 0 (Win)
  Match 4141403: meowza, SluffAndRuff, AJ., PBN - 0 (Loss)
  Match 4142353: meowza, Ceremony, babyTron, BaII - 0 (Loss)
  Match 4143229: meowza, kink ball, babyTron, realtea - 0 (Loss)
  Match 4143320: meowza, Toidi, yawn, Airmigo - 0 (Loss)
  Match 4144454: meowza, wonsu, Enervate, Shikari - 0 (Loss)
  Match 4020090: metalhead, Marblmadness, cherryrammer, Castrator - 0 (Loss)
  Match 4142521: mex, JukeBerallta, JKooter, Gvendolino - 0 (Loss)
  Match 4137297: nej, timo_tay, jig, AJ. - 0 (Win)
  Match 4141827: ninja, 8-), rain, Prime - 0 (Loss)
  Match 3960319: note, Korgmonkey, Ragnar, Green - 0 (Loss)
  Match 4141125: om, karma, glizzy23, KALX - 0 (Loss)
  Match 4143015: omar, cereballsy, Flat Earth, kmichael - 0 (Win)
  Match 4143036: omar, LewBird, Threeflower, 1deag - 0 (Win)
  Match 4143306: perl, Messy, kink ball, TOPPY - 0 (Win)
  Match 4143320: perl, heribo69, may_hem, jig - 0 (Win)
  Match 4143912: perl, g r e g, bergieberg, DAD. - 0 (Win)
  Match 4141135: perl, karma, Sif, KALX - 0 (Loss)
  Match 4139433: phlasid, MrDMoney, LogisticMap, Zeke - 0 (Loss)
  Match 4144991: phreak, CRYCHIC, Vader, jjpoole - 0 (Win)
  Match 4144128: phreak, Dayman, hamaseramol, t h C - 0 (Loss)
  Match 4138471: q42, Sommeballier, Cel, Atticus - 0 (Loss)
  Match 4142901: rolf, Maelstrom, LogisticMap, xcv - 0 (Win)
  Match 4144773: rolf, Toidi, Russ, jig - 0 (Win)
  Match 4139474: rolf, Suchit, xcv, PenFifteen - 0 (Loss)
  Match 4140474: rolf, Daniel, Suchit, tbiol - 0 (Loss)
  Match 4144622: rolf, cereballsy, xcv, AJ. - 0 (Loss)
  Match 4140615: sieh, rolf, Snowball, rain - 0 (Win)
  Match 4144113: sieh, ft, hamaseramol, Messy - 0 (Win)
  Match 4138329: sieh, Irony, xcv, Carrrrrl - 0 (Loss)
  Match 4140558: sieh, Mos Def, gl hf :), Yandex - 0 (Loss)
  Match 3944311: skee lo, praopraoprao, DEAD NAN, Bambi - 0 (Loss)
  Match 4139674: smoji_, Thanos Ball, yep, Puggins - 0 (Win)
  Match 4144914: smoji_, perl, Korgmonkey, metalhead - 0 (Loss)
  Match 3998291: snackpack, Chritt, helprefugees, grumpy - 0 (Win)
  Match 4002226: snackpack, jerm, Gvendolino, DEAD NAN - 0 (Loss)
  Match 4039860: snackpack, Jed Bartlet, cannibal, Taddy Mason - 0 (Loss)
  Match 4135480: snakes, hero-cat, oldAlt, Ralph Wiggum - 0 (Loss)
  Match 4033679: snaxolotl, DEAD NAN, Korgmonkey, realtea - 0 (Loss)
  Match 3949382: tRiP, rai, Irony, phreak - 0 (Loss)
  Match 4144828: tha king, smoji_, Maelstrom, Carrrrrl - 0 (Win)
  Match 4144838: tha king, broseph, Vader, smoji_ - 0 (Win)
  Match 4145393: tha king, snakes, timo_tay, 8-) - 0 (Win)
  Match 4145426: tha king, Shrimpster, trippi, deku - 0 (Loss)
  Match 3965854: tnevlos, helprefugees, Russ, Messy - 0 (Win)
  Match 3979137: tnevlos, AJ., @pro, TERROR NUGS - 0 (Loss)
  Match 4140373: tnevlos, Rayn, Homer Jay, PenFifteen - 0 (Loss)
  Match 4136878: toogood, trash panda, yep, Irony - 0 (Win)
  Match 4140933: trash panda, waterlemon, ez, name333 - 0 (Win)
  Match 4143358: trash panda, clamp, trippi, OuchMyBalls - 0 (Win)
  Match 4144128: trash panda, xcv, Carrrrrl, CRYCHIC - 0 (Win)
  Match 4136976: trash panda, JukeBerallta, BallSaget, jig - 0 (Loss)
  Match 4139836: trash panda, TheG, Thanos Ball, Optical Juke - 0 (Loss)
  Match 4140182: trash panda, Toidi, AJ., let me cook - 0 (Loss)
  Match 4140599: trash panda, sieh, BallsToYou., solongloser - 0 (Loss)
  Match 4140935: trash panda, name333, TOPPY, josh61616 - 0 (Loss)
  Match 4143036: trash panda, kmichael, cereballsy, SluffAndRuff - 0 (Loss)
  Match 4143042: trash panda, 1deag, LewBird, Threeflower - 0 (Loss)
  Match 4140808: trippi, Airmigo, oldAlt, meowza - 0 (Win)
  Match 4142353: trippi, omni, gueromoon, megapoop22 - 0 (Win)
  Match 4140201: waterlemon, whiff, Maelstrom, cereballsy - 0 (Win)
  Match 4140209: waterlemon, whiff, JukeBerallta, Maelstrom - 0 (Win)
  Match 4140558: waterlemon, whiff, Suchit, rain - 0 (Win)
  Match 4140625: waterlemon, g r e g, Suchit, ><><><><><>< - 0 (Win)
  Match 4140935: waterlemon, Cheezedoodle, ez, AJ. - 0 (Win)
  Match 4143402: waterlemon, TOPPY, name333, PBN - 0 (Win)
  Match 4143404: waterlemon, TOPPY, \./, gl hf :) - 0 (Win)
  Match 4143932: waterlemon, Snowflaek, metalhead, timeboy - 0 (Win)
  Match 4144195: waterlemon, K O, babyTron, xcv - 0 (Win)
  Match 4144346: waterlemon, Snowball, rolf, timo_tay - 0 (Win)
  Match 4137183: waterlemon, PASSTHEFLAG, phlasid, LogisticMap - 0 (Loss)
  Match 4137310: waterlemon, aardvark, bergieberg, yep - 0 (Loss)
  Match 4137636: waterlemon, TheG, wonsu, timeboy - 0 (Loss)
  Match 4140865: waterlemon, meowza, trippi, Inter - 0 (Loss)
  Match 4144385: waterlemon, TeaForYou&Me, Locomotive, TOPPY - 0 (Loss)
  Match 4144418: waterlemon, Shikari, KahnMan, TeaForYou&Me - 0 (Loss)
  Match 4141937: whiff, mactheroni, karma, CRYCHIC - 0 (Win)
  Match 4123757: whiff, Jimmmm, dabang khan, MDK - 0 (Loss)
  Match 4128832: whiff, AmishVacuum, Tyler Durden, kmichael - 0 (Loss)
  Match 4141590: whiff, trippi, PBN, Kep - 0 (Loss)
  Match 4144339: whiff, Toidi, TeaForYou&Me, Kep - 0 (Loss)
  Match 3999613: xcv, o3, BALLDON'TLIE, jig - 0 (Loss)
  Match 4073722: xcv, sun chips, Wilma, Guaderno - 0 (Loss)
  Match 4138399: xcv, Big D, Russ, brx - 0 (Loss)
  Match 4138724: yawn, q42, OuchMyBalls, jig - 0 (Loss)

## FIRST 8 MINUTES RECORDS

### HIGHS

#### Captures
  Match 4061460: joy., Taurus, Prime, BallsToYou. - 12 (Win)
  Match 4113726: xcv, snaxolotl, rain, joy. - 12 (Win)
  Match 4011643: 11th Cmndmnt, SilentOne, megapoop22, praopraoprao - 11 (Win)
  Match 4094574: A Straw Hat, Barbara Bush, Dayman, Goofy Goober - 11 (Win)
  Match 3944014: Ceremony, sieh, jerm, Marijuana - 11 (Win)
  Match 4040549: Jarek, MURF, I <3 Emacs, iiiiiiiiii - 11 (Win)
  Match 4059872: K O, zo2, Doris, wallsquirrel - 11 (Win)
  Match 3982233: LewBird, heribo69, cantab, KALX - 11 (Win)
  Match 4000336: Light, TheYoungWolf, Mystic, Enervate - 11 (Win)
  Match 4097398: Messi, BALLDON'TLIE, zo2, Russ - 11 (Win)
  Match 4029481: NameLEss, jkxs, yawn, `ArryKane - 11 (Win)
  Match 4098051: Penis Wings, trash panda, SmallyBigs, nej - 11 (Win)
  Match 4109050: TaylorWhiff, CoolHandJuke, Chritt, RUFUS DU SOL - 11 (Win)
  Match 3966273: ish, memnite, Marijuana, Dragon  Ball - 11 (Win)
  Match 4140314: mactheroni, K O, Ragnar, nej - 11 (Win)
  Match 4141937: whiff, mactheroni, karma, CRYCHIC - 11 (Win)
  Match 4061460: LogisticMap, karma, Junoon, snaxolotl - 10 (Loss)
  Match 4053377: TheG, skibbity, jjpoole, AJ. - 10 (Loss)
  Match 3934742: A-N-O-M, Euler, Ann with a E, fender - 9 (Loss)
  Match 4030314: Abe Lincoln, Snowball, BallsToYou., Maelstrom - 9 (Loss)
  Match 4085230: Barbara Bush, Marijuana, twelvefive, SmallyBigs - 9 (Loss)
  Match 4029904: D Rek, cantab, Poppenheimer, Ann with a E - 9 (Loss)
  Match 3972792: adawg, xcv, DEAD NAN, o o l e r - 9 (Loss)

#### Tags
  Match 4140877: fender, trippi, S. Strasball, meowza - 87 (Loss)
  Match 4144372: waterlemon, Toidi, TOPPY, trippi - 85 (Win)
  Match 4001696: TheBob18, Squish, RoVo, Wonk - 82 (Win)
  Match 4141931: karma, mactheroni, phlasid, babyTron - 82 (Win)
  Match 4139215: clamp, JKooter, CoffeeSnoot, sinagot - 81 (Win)
  Match 4138650: danp, Big D, CRYCHIC, OuchMyBalls - 81 (Win)
  Match 4142310: yawn, bandi, gl hf :), trippi - 81 (Loss)
  Match 4143831: anduin, perl, tnevlos, jig - 80 (Loss)
  Match 4143792: Toidi, xcv, PBN, jig - 79 (Loss)
  Match 4138514: Vader, CoffeeSnoot, TOPPY, babyTron - 79 (Loss)

#### Returns
  Match 4141590: Mos Def, SluffAndRuff, trash panda, jmu - 78 (Win)
  Match 4144339: may_hem, rolf, ><><><><><><, timo_tay - 75 (Win)
  Match 4144195: waterlemon, K O, babyTron, xcv - 74 (Win)
  Match 4144195: heribo69, Irony, LewBird, PBN - 73 (Loss)
  Match 4141590: whiff, trippi, PBN, Kep - 73 (Loss)
  Match 4144339: whiff, Toidi, TeaForYou&Me, Kep - 73 (Loss)
  Match 4141937: Rudey, broseph, phreak, jjpoole - 72 (Loss)
  Match 4142338: TheG, Trapsin, trippi, babyTron - 72 (Win)
  Match 4139227: clamp, Ceremony, LogisticMap, name333 - 72 (Win)
  Match 4140935: trash panda, name333, TOPPY, josh61616 - 72 (Loss)
  Match 4140935: waterlemon, Cheezedoodle, ez, AJ. - 72 (Win)
  Match 4141937: whiff, mactheroni, karma, CRYCHIC - 72 (Win)

#### Hold (seconds)
  Match 3946448: Junoon, Stronk, Jukester, FreeFalastin - 469 (Loss)
  Match 3954789: PuyoPuyo, ipopu, Blaatina, om - 445 (Win)
  Match 3994233: Squish, grabtag, nej, 555555555555 - 445 (Win)
  Match 4050712: RUFUS DU SOL, Poppenheimer, fah q, Horizon - 444 (Win)
  Match 3997557: PuyoPuyo, FlyingV, PotatoPotato, dryfus - 443 (Loss)
  Match 4052512: FortuneCooki, Crasher, Israel Lives, Horizon - 440 (Win)
  Match 4001819: `~`, GregPopabish, Jamyr Gibbs, BUTT - 440 (Win)
  Match 4112568: Thanksman, FlyingV, dabang khan, nlfn - 431 (Loss)
  Match 3970126: RageQuit, Bidet->Wipe, Jacky Moon, Modric - 429 (Loss)
  Match 4132852: Barbara Bush, Ragnar, S. Strasball, Youareyou - 427 (Loss)

#### Prevent (seconds)
  Match 4144262: joy., S. Strasball, SaladRT, Goofy Goober - 664 (Loss)
  Match 4139065: JKooter, tbiol, 2k, itsasquid2 - 659 (Loss)
  Match 4144429: Maelstrom, Toidi, Dayman, babyTron - 657 (Win)
  Match 4138471: q42, Sommeballier, Cel, Atticus - 648 (Loss)
  Match 4142338: TheG, Trapsin, trippi, babyTron - 637 (Win)
  Match 4138166: Vader, CRYCHIC, CoolHandJuke, Fatback slim - 617 (Loss)
  Match 4143930: CoolHandJuke, Dayman, g r e g, Carrrrrl - 616 (Loss)
  Match 4142732: Toidi, Carrrrrl, Lysdexic, rolf - 612 (Win)
  Match 3973377: MURF, Jarek, SmallyBigs, Anti_Social - 590 (Win)
  Match 4145141: Cel, Russ, rolf, whiff - 586 (Win)

#### Powerups
  Match 3987543: ish, BUTT, SphinctrSlyr, PotatoPotato - 20 (Win)
  Match 3971148: Marijuana, Duckquack, nej, hail santa - 19 (Win)
  Match 3993336: Pnaoxt, bubblez, josh61616, Green - 18 (Loss)
  Match 4136238: om, Mystic, 2k, kwib - 18 (Win)
  Match 4057253: Barbara Bush, PuyoPuyo, Homer Jay, sinagot - 17 (Loss)
  Match 3991340: JareksMom, AdmaniaYT, TheSunBall, kojiro - 17 (Loss)
  Match 3991051: Jukester, Cupid, ROBOPOP_, MrDMoney - 17 (Win)
  Match 4043555: Lysdexic, metalhead, aeps002, Hairy Nuts - 17 (Win)
  Match 3973758: Sir Cle Jerk, DT, rc, DEAD NAN - 17 (Win)
  Match 3937319: SleepyBoi, Trans Rights, TOP CAT, Guaderno - 17 (Win)
  Match 3972308: SoulCake, o3, laserpig, Boat - 17 (Win)
  Match 3944582: Sugar, CatPuke, LilB:BallGod, jig - 17 (Win)
  Match 3999458: Taddy Mason, Crippy, danp, popsic - 17 (Win)
  Match 4134904: Taddy Mason, BalIgod, `ArryKane, Rumspringa - 17 (Loss)
  Match 3979586: fl33t, AVP, Horizon, ANDYKANSAS - 17 (Win)
  Match 4004860: gspoon, Taurus, Vader, JKooter - 17 (Win)
  Match 3977811: megapoop22, PuyoPuyo, infinity., fl33t - 17 (Loss)
  Match 4115681: metalhead, nej, PBN, wherdeyatdoe - 17 (Win)
  Match 4106937: om, LethalSquirt, Castrator, MrDMoney - 17 (Loss)
  Match 3985068: popsic, Kei Yonagi, Crippy, Sir Cle Jerk - 17 (Win)

#### Quick Returns
  Match 4141590: Mos Def, SluffAndRuff, trash panda, jmu - 33 (Win)
  Match 4060596: TheG, Toidi, ish, CT Crunch - 32 (Win)
  Match 4142971: SluffAndRuff, mactheroni, kink ball, rai - 30 (Win)
  Match 4137353: TheG, helprefugees, Irony, Doris - 30 (Loss)
  Match 4052614: okthen, phreak, mex, Taurus - 30 (Win)
  Match 4144396: waterlemon, megapoop22, o o l e r, deku - 30 (Loss)
  Match 4042402: No one, Ritual, CRYCHIC, Sugar - 29 (Win)
  Match 4142657: Rudey, Maelstrom, 2k, Darth JarJar - 29 (Win)
  Match 4141508: SluffAndRuff, meowza, whiff, HammerTime - 29 (Win)
  Match 4144054: SluffAndRuff, clamp, Sussy Blocka, ><><><><><>< - 29 (Loss)
  Match 4074433: fm, Champagne, Toidi, karma - 29 (Loss)
  Match 3945549: garet, NameLEss, snakes, skibbity - 29 (Win)
  Match 3934845: i love HD, BallsToYou., chirpchirp, MoGGee - 29 (Win)
  Match 4139462: mactheroni, snakes, ASAP, KALX - 29 (Loss)
  Match 4143326: meowza, Toidi, may_hem, heribo69 - 29 (Win)

#### Non-Tag Pops
